"id_compra","fecha_compra","orden_compra","factura_distribuidor","lote_compra","codigo_distribuidor","codigo_producto","cantidad_cajas","unidades_por_caja","cantidad_unidades","precio_lista_unitario","descuento_distribuidor","valor_descuento","costo_unitario_neto","total_compra_neto","codigo_sucursal_entrega","estado_compra","condicion_pago","observacion"
141,"2025-01-06","OC-2025-0141","F-D004-202501-9399","L202501-067-0141","D004","P015",36,20,720,"1500.00","13.00","195.00","1305.00","939600.00","CENTRO","Recibido","45 días crédito",NULL
142,"2025-07-09","OC-2025-0142","F-D005-202507-2712","L202507-973-0142","D004","P001",39,30,1170,"2500.00","12.00","300.00","2200.00","2574000.00","VALLE","Recibido","45 días crédito",NULL
143,"2025-02-10","OC-2025-0143","F-D005-202502-7175","L202502-847-0143","D007","P015",3,10,30,"1500.00","10.00","150.00","1350.00","40500.00","CENTRO","Recibido","15 días crédito",NULL
144,"2025-05-17","OC-2025-0144","F-D004-202505-7237","L202505-172-0144","D006","P018",23,60,1380,"800.00","16.00","128.00","672.00","927360.00","SUR","Recibido","60 días crédito",NULL
145,"2025-05-24","OC-2025-0145","F-D007-202505-2729","L202505-809-0145","D005","P020",39,30,1170,"650.00","8.00","52.00","598.00","699660.00","SUR","Recibido","30 días crédito",NULL
146,"2025-01-17","OC-2025-0146","F-D002-202501-3260","L202501-530-0146","D002","P011",29,50,1450,"2100.00","8.00","168.00","1932.00","2801400.00","VALLE","Recibido","15 días crédito",NULL
147,"2025-10-04","OC-2025-0147","F-D006-202510-8764","L202510-062-0147","D006","P016",12,24,288,"4000.00","13.00","520.00","3480.00","1002240.00","VALLE","Recibido","60 días crédito",NULL
148,"2025-05-20","OC-2025-0148","F-D005-202505-5288","L202505-635-0148","D001","P001",1,60,60,"2500.00","10.00","250.00","2250.00","135000.00","NORTE","Recibido","30 días crédito",NULL
149,"2025-11-01","OC-2025-0149","F-D001-202511-4704","L202511-278-0149","D002","P002",32,60,1920,"1800.00","9.00","162.00","1638.00","3144960.00","NORTE","Recibido","15 días crédito",NULL
150,"2025-11-22","OC-2025-0150","F-D002-202511-3804","L202511-595-0150","D003","P002",3,60,180,"1800.00","9.00","162.00","1638.00","294840.00","SUR","Recibido","Contado contra entrega",NULL
151,"2025-10-03","OC-2025-0151","F-D001-202510-7584","L202510-568-0151","D006","P005",60,20,1200,"1100.00","16.00","176.00","924.00","1108800.00","NORTE","Recibido","60 días crédito",NULL
152,"2025-06-10","OC-2025-0152","F-D003-202506-9088","L202506-933-0152","D002","P003",32,10,320,"1200.00","8.00","96.00","1104.00","353280.00","SUR","Recibido","15 días crédito",NULL
153,"2025-02-15","OC-2025-0153","F-D005-202502-4344","L202502-655-0153","D001","P005",59,10,590,"1100.00","9.00","99.00","1001.00","590590.00","VALLE","Recibido","30 días crédito",NULL
154,"2025-06-28","OC-2025-0154","F-D005-202506-2389","L202506-701-0154","D001","P006",4,50,200,"3200.00","12.00","384.00","2816.00","563200.00","CENTRO","Recibido","30 días crédito",NULL
155,"2025-12-02","OC-2025-0155","F-D002-202512-2137","L202512-273-0155","D001","P013",4,30,120,"2000.00","11.00","220.00","1780.00","213600.00","VALLE","Recibido","30 días crédito","Entrega coordinada fuera de horario regular"
156,"2025-06-07","OC-2025-0156","F-D003-202506-5025","L202506-102-0156","D004","P010",17,24,408,"2100.00","12.00","252.00","1848.00","753984.00","CENTRO","Recibido","45 días crédito",NULL
157,"2025-10-22","OC-2025-0157","F-D006-202510-9837","L202510-326-0157","D004","P014",55,50,2750,"2300.00","14.00","322.00","1978.00","5439500.00","CENTRO","Recibido","45 días crédito",NULL
158,"2025-12-03","OC-2025-0158","F-D003-202512-6207","L202512-743-0158","D003","P004",24,60,1440,"850.00","8.00","68.00","782.00","1126080.00","NORTE","Recibido","Contado contra entrega",NULL
159,"2025-07-14","OC-2025-0159","F-D006-202507-7658","L202507-771-0159","D001","P015",2,24,48,"1500.00","12.00","180.00","1320.00","63360.00","VALLE","Recibido","30 días crédito",NULL
160,"2025-09-28","OC-2025-0160","F-D002-202509-6953","L202509-273-0160","D004","P009",57,50,2850,"900.00","10.00","90.00","810.00","2308500.00","SUR","Recibido","45 días crédito",NULL
161,"2025-10-16","OC-2025-0161","F-D005-202510-1809","L202510-589-0161","D004","P014",50,50,2500,"2300.00","14.00","322.00","1978.00","4945000.00","NORTE","Recibido","45 días crédito",NULL
162,"2025-07-05","OC-2025-0162","F-D006-202507-3649","L202507-306-0162","D008","P019",43,10,430,"500.00","13.00","65.00","435.00","187050.00","NORTE","Recibido","30 días crédito",NULL
163,"2025-01-25","OC-2025-0163","F-D002-202501-9131","L202501-171-0163","D002","P018",37,24,888,"800.00","9.00","72.00","728.00","646464.00","VALLE","Recibido","15 días crédito",NULL
164,"2025-04-02","OC-2025-0164","F-D005-202504-1387","L202504-546-0164","D006","P010",34,24,816,"2100.00","13.00","273.00","1827.00","1490832.00","NORTE","Recibido","60 días crédito",NULL
165,"2025-01-22","OC-2025-0165","F-D005-202501-8774","L202501-283-0165","D005","P012",54,50,2700,"2200.00","8.00","176.00","2024.00","5464800.00","VALLE","Recibido","30 días crédito",NULL
166,"2025-07-28","OC-2025-0166","F-D006-202507-9577","L202507-032-0166","D001","P009",47,60,2820,"900.00","12.00","108.00","792.00","2233440.00","NORTE","Recibido","30 días crédito",NULL
167,"2025-11-07","OC-2025-0167","F-D005-202511-1987","L202511-339-0167","D008","P012",51,10,510,"2200.00","12.00","264.00","1936.00","987360.00","VALLE","Recibido","30 días crédito",NULL
168,"2025-06-20","OC-2025-0168","F-D002-202506-7165","L202506-145-0168","D006","P015",57,60,3420,"1500.00","13.00","195.00","1305.00","4463100.00","SUR","Recibido","60 días crédito",NULL
169,"2025-02-15","OC-2025-0169","F-D006-202502-4321","L202502-801-0169","D002","P005",20,20,400,"1100.00","10.00","110.00","990.00","396000.00","CENTRO","Recibido","15 días crédito",NULL
170,"2025-08-23","OC-2025-0170","F-D005-202508-6028","L202508-548-0170","D005","P002",43,24,1032,"1800.00","9.00","162.00","1638.00","1690416.00","NORTE","Recibido","30 días crédito",NULL
171,"2025-09-10","OC-2025-0171","F-D002-202509-3113","L202509-430-0171","D002","P002",44,24,1056,"1800.00","9.00","162.00","1638.00","1729728.00","VALLE","Recibido","15 días crédito",NULL
172,"2025-08-07","OC-2025-0172","F-D005-202508-8863","L202508-328-0172","D006","P011",49,24,1176,"2100.00","14.00","294.00","1806.00","2123856.00","SUR","Recibido","60 días crédito",NULL
173,"2025-07-01","OC-2025-0173","F-D002-202507-4847","L202507-328-0173","D008","P012",50,30,1500,"2200.00","12.00","264.00","1936.00","2904000.00","VALLE","Recibido","30 días crédito",NULL
174,"2025-09-02","OC-2025-0174","F-D005-202509-0434","L202509-420-0174","D005","P012",40,60,2400,"2200.00","7.00","154.00","2046.00","4910400.00","NORTE","Recibido","30 días crédito",NULL
175,"2025-05-10","OC-2025-0175","F-D002-202505-4676","L202505-314-0175","D003","P001",34,60,2040,"2500.00","8.00","200.00","2300.00","4692000.00","NORTE","Recibido","Contado contra entrega",NULL
176,"2025-07-27","OC-2025-0176","F-D004-202507-3042","L202507-934-0176","D006","P016",16,20,320,"4000.00","13.00","520.00","3480.00","1113600.00","VALLE","Recibido","60 días crédito",NULL
177,"2025-02-07","OC-2025-0177","F-D006-202502-6572","L202502-960-0177","D006","P015",51,30,1530,"1500.00","16.00","240.00","1260.00","1927800.00","SUR","Pendiente","60 días crédito",NULL
178,"2025-08-13","OC-2025-0178","F-D001-202508-8857","L202508-459-0178","D006","P003",9,24,216,"1200.00","14.00","168.00","1032.00","222912.00","VALLE","Recibido","60 días crédito",NULL
179,"2025-10-03","OC-2025-0179","F-D003-202510-1129","L202510-797-0179","D004","P017",34,10,340,"1800.00","11.00","198.00","1602.00","544680.00","CENTRO","Recibido","45 días crédito",NULL
180,"2025-07-13","OC-2025-0180","F-D008-202507-4753","L202507-933-0180","D006","P013",19,10,190,"2000.00","13.00","260.00","1740.00","330600.00","NORTE","Recibido","60 días crédito",NULL
181,"2025-05-03","OC-2025-0181","F-D001-202505-8181","L202505-318-0181","D002","P013",23,30,690,"2000.00","10.00","200.00","1800.00","1242000.00","VALLE","Recibido","15 días crédito",NULL
182,"2025-11-21","OC-2025-0182","F-D007-202511-5157","L202511-245-0182","D006","P015",4,50,200,"1500.00","16.00","240.00","1260.00","252000.00","CENTRO","Recibido","60 días crédito",NULL
183,"2025-10-01","OC-2025-0183","F-D001-202510-1891","L202510-681-0183","D007","P012",29,24,696,"2200.00","9.00","198.00","2002.00","1393392.00","SUR","Recibido","15 días crédito",NULL
184,"2025-08-08","OC-2025-0184","F-D005-202508-3258","L202508-246-0184","D005","P009",4,10,40,"900.00","10.00","90.00","810.00","32400.00","CENTRO","Recibido","30 días crédito",NULL
185,"2025-04-16","OC-2025-0185","F-D006-202504-5874","L202504-694-0185","D005","P002",32,60,1920,"1800.00","8.00","144.00","1656.00","3179520.00","SUR","Recibido","30 días crédito",NULL
186,"2025-01-24","OC-2025-0186","F-D008-202501-9591","L202501-938-0186","D007","P007",9,50,450,"2800.00","9.00","252.00","2548.00","1146600.00","NORTE","Recibido","15 días crédito",NULL
187,"2025-06-26","OC-2025-0187","F-D001-202506-9459","L202506-167-0187","D001","P002",10,60,600,"1800.00","10.00","180.00","1620.00","972000.00","NORTE","Recibido","30 días crédito","Descuento por volumen"
188,"2025-05-20","OC-2025-0188","F-D003-202505-0561","L202505-404-0188","D006","P016",58,20,1160,"4000.00","17.00","680.00","3320.00","3851200.00","CENTRO","Recibido","60 días crédito",NULL
189,"2025-06-19","OC-2025-0189","F-D004-202506-0894","L202506-774-0189","D001","P020",54,10,540,"650.00","8.00","52.00","598.00","322920.00","CENTRO","Recibido","30 días crédito",NULL
190,"2025-11-22","OC-2025-0190","F-D004-202511-0339","L202511-067-0190","D008","P020",43,20,860,"650.00","13.00","84.50","565.50","486330.00","CENTRO","Recibido","30 días crédito",NULL
191,"2025-07-24","OC-2025-0191","F-D003-202507-9463","L202507-461-0191","D007","P006",22,10,220,"3200.00","7.00","224.00","2976.00","654720.00","VALLE","Recibido","15 días crédito",NULL
192,"2025-10-12","OC-2025-0192","F-D005-202510-1332","L202510-892-0192","D007","P018",57,50,2850,"800.00","5.00","40.00","760.00","2166000.00","CENTRO","Recibido","15 días crédito",NULL
193,"2025-05-16","OC-2025-0193","F-D005-202505-4790","L202505-385-0193","D003","P014",26,60,1560,"2300.00","7.00","161.00","2139.00","3336840.00","NORTE","Recibido","Contado contra entrega",NULL
194,"2025-05-05","OC-2025-0194","F-D003-202505-0103","L202505-263-0194","D003","P008",17,10,170,"650.00","4.00","26.00","624.00","106080.00","NORTE","Recibido","Contado contra entrega",NULL
195,"2025-08-11","OC-2025-0195","F-D006-202508-1670","L202508-374-0195","D002","P006",53,10,530,"3200.00","7.00","224.00","2976.00","1577280.00","CENTRO","Recibido","15 días crédito",NULL
196,"2025-09-04","OC-2025-0196","F-D005-202509-8426","L202509-353-0196","D003","P013",36,24,864,"2000.00","6.00","120.00","1880.00","1624320.00","SUR","Recibido","Contado contra entrega",NULL
197,"2025-01-14","OC-2025-0197","F-D001-202501-9199","L202501-763-0197","D007","P003",32,10,320,"1200.00","7.00","84.00","1116.00","357120.00","NORTE","Recibido","15 días crédito",NULL
198,"2025-06-18","OC-2025-0198","F-D005-202506-3218","L202506-096-0198","D002","P001",47,10,470,"2500.00","8.00","200.00","2300.00","1081000.00","NORTE","Recibido","15 días crédito",NULL
199,"2025-12-11","OC-2025-0199","F-D006-202512-5138","L202512-341-0199","D001","P016",19,24,456,"4000.00","9.00","360.00","3640.00","1659840.00","VALLE","Recibido","30 días crédito",NULL
200,"2025-09-11","OC-2025-0200","F-D005-202509-5190","L202509-724-0200","D006","P002",12,50,600,"1800.00","14.00","252.00","1548.00","928800.00","CENTRO","Recibido","60 días crédito",NULL
201,"2025-02-24","OC-2025-0201","F-D007-202502-6465","L202502-516-0201","D001","P012",38,24,912,"2200.00","12.00","264.00","1936.00","1765632.00","VALLE","Recibido","30 días crédito","Descuento por volumen"
202,"2025-08-05","OC-2025-0202","F-D005-202508-4044","L202508-732-0202","D006","P015",4,10,40,"1500.00","14.00","210.00","1290.00","51600.00","VALLE","Recibido","60 días crédito",NULL
203,"2025-01-18","OC-2025-0203","F-D005-202501-0028","L202501-167-0203","D003","P002",48,30,1440,"1800.00","7.00","126.00","1674.00","2410560.00","CENTRO","Recibido","Contado contra entrega",NULL
204,"2025-10-02","OC-2025-0204","F-D003-202510-9714","L202510-283-0204","D008","P017",44,10,440,"1800.00","10.00","180.00","1620.00","712800.00","SUR","Recibido","30 días crédito",NULL
205,"2025-03-02","OC-2025-0205","F-D001-202503-0793","L202503-836-0205","D005","P019",43,10,430,"500.00","11.00","55.00","445.00","191350.00","SUR","Recibido","30 días crédito",NULL
206,"2025-08-02","OC-2025-0206","F-D001-202508-9237","L202508-066-0206","D001","P011",7,20,140,"2100.00","12.00","252.00","1848.00","258720.00","NORTE","Recibido","30 días crédito",NULL
207,"2025-01-13","OC-2025-0207","F-D006-202501-7612","L202501-706-0207","D003","P015",21,20,420,"1500.00","8.00","120.00","1380.00","579600.00","CENTRO","Recibido","Contado contra entrega",NULL
208,"2025-12-12","OC-2025-0208","F-D004-202512-4897","L202512-378-0208","D002","P018",48,20,960,"800.00","6.00","48.00","752.00","721920.00","VALLE","Recibido","15 días crédito",NULL
209,"2025-08-10","OC-2025-0209","F-D002-202508-7066","L202508-617-0209","D001","P014",50,10,500,"2300.00","9.00","207.00","2093.00","1046500.00","VALLE","Recibido","30 días crédito",NULL
210,"2025-10-25","OC-2025-0210","F-D007-202510-5477","L202510-904-0210","D003","P018",47,20,940,"800.00","7.00","56.00","744.00","699360.00","CENTRO","Recibido","Contado contra entrega","Compra controlada: producto de alta rotación"
211,"2025-06-06","OC-2025-0211","F-D001-202506-7014","L202506-858-0211","D004","P006",30,50,1500,"3200.00","10.00","320.00","2880.00","4320000.00","NORTE","Recibido","45 días crédito",NULL
212,"2025-04-21","OC-2025-0212","F-D005-202504-4073","L202504-155-0212","D002","P012",2,30,60,"2200.00","8.00","176.00","2024.00","121440.00","NORTE","Recibido","15 días crédito",NULL
213,"2025-03-13","OC-2025-0213","F-D004-202503-0710","L202503-393-0213","D002","P010",14,10,140,"2100.00","11.00","231.00","1869.00","261660.00","NORTE","Recibido","15 días crédito",NULL
214,"2025-11-25","OC-2025-0214","F-D002-202511-6909","L202511-256-0214","D006","P004",27,30,810,"850.00","15.00","127.50","722.50","585225.00","VALLE","Recibido","60 días crédito",NULL
215,"2025-01-06","OC-2025-0215","F-D007-202501-2885","L202501-039-0215","D008","P001",14,30,420,"2500.00","11.00","275.00","2225.00","934500.00","VALLE","Recibido","30 días crédito",NULL
216,"2025-04-12","OC-2025-0216","F-D001-202504-6036","L202504-189-0216","D003","P017",60,30,1800,"1800.00","5.00","90.00","1710.00","3078000.00","SUR","Recibido","Contado contra entrega",NULL
217,"2025-01-04","OC-2025-0217","F-D001-202501-7458","L202501-701-0217","D008","P017",56,60,3360,"1800.00","10.00","180.00","1620.00","5443200.00","SUR","Recibido","30 días crédito",NULL
218,"2025-06-08","OC-2025-0218","F-D001-202506-8363","L202506-972-0218","D002","P005",6,50,300,"1100.00","6.00","66.00","1034.00","310200.00","SUR","Recibido","15 días crédito",NULL
219,"2025-01-12","OC-2025-0219","F-D006-202501-5342","L202501-605-0219","D003","P007",24,60,1440,"2800.00","6.00","168.00","2632.00","3790080.00","NORTE","Recibido","Contado contra entrega",NULL
220,"2025-03-05","OC-2025-0220","F-D005-202503-3627","L202503-466-0220","D004","P013",44,60,2640,"2000.00","14.00","280.00","1720.00","4540800.00","NORTE","Recibido","45 días crédito",NULL
221,"2025-08-25","OC-2025-0221","F-D007-202508-1621","L202508-404-0221","D007","P009",26,30,780,"900.00","7.00","63.00","837.00","652860.00","CENTRO","Recibido","15 días crédito",NULL
222,"2025-04-11","OC-2025-0222","F-D007-202504-4717","L202504-002-0222","D004","P005",9,20,180,"1100.00","11.00","121.00","979.00","176220.00","VALLE","Recibido","45 días crédito",NULL
223,"2025-06-18","OC-2025-0223","F-D008-202506-2485","L202506-358-0223","D004","P006",22,24,528,"3200.00","11.00","352.00","2848.00","1503744.00","SUR","Recibido","45 días crédito","Entrega coordinada fuera de horario regular"
224,"2025-11-19","OC-2025-0224","F-D002-202511-1739","L202511-794-0224","D008","P006",31,30,930,"3200.00","14.00","448.00","2752.00","2559360.00","NORTE","Recibido","30 días crédito",NULL
225,"2025-06-11","OC-2025-0225","F-D008-202506-1918","L202506-710-0225","D006","P006",51,30,1530,"3200.00","14.00","448.00","2752.00","4210560.00","VALLE","Recibido","60 días crédito",NULL
226,"2025-09-05","OC-2025-0226","F-D004-202509-3559","L202509-023-0226","D008","P004",38,50,1900,"850.00","11.00","93.50","756.50","1437350.00","CENTRO","Recibido","30 días crédito",NULL
227,"2025-09-20","OC-2025-0227","F-D004-202509-0519","L202509-921-0227","D006","P015",22,10,220,"1500.00","16.00","240.00","1260.00","277200.00","SUR","Recibido","60 días crédito",NULL
228,"2025-01-12","OC-2025-0228","F-D007-202501-8838","L202501-107-0228","D004","P019",12,10,120,"500.00","11.00","55.00","445.00","53400.00","VALLE","Recibido","45 días crédito",NULL
229,"2025-09-14","OC-2025-0229","F-D003-202509-8414","L202509-082-0229","D004","P003",4,24,96,"1200.00","13.00","156.00","1044.00","100224.00","VALLE","Recibido","45 días crédito",NULL
230,"2025-08-19","OC-2025-0230","F-D003-202508-6671","L202508-009-0230","D005","P019",59,24,1416,"500.00","11.00","55.00","445.00","630120.00","VALLE","Recibido","30 días crédito",NULL
231,"2025-03-22","OC-2025-0231","F-D006-202503-7604","L202503-722-0231","D008","P008",45,60,2700,"650.00","9.00","58.50","591.50","1597050.00","SUR","Recibido","30 días crédito",NULL
232,"2025-02-01","OC-2025-0232","F-D006-202502-4512","L202502-670-0232","D001","P005",28,30,840,"1100.00","13.00","143.00","957.00","803880.00","VALLE","Recibido","30 días crédito","Descuento por volumen"
233,"2025-06-21","OC-2025-0233","F-D003-202506-9225","L202506-344-0233","D004","P006",48,60,2880,"3200.00","15.00","480.00","2720.00","7833600.00","SUR","Recibido","45 días crédito","Descuento por volumen"
234,"2025-05-23","OC-2025-0234","F-D008-202505-4466","L202505-910-0234","D004","P006",58,30,1740,"3200.00","12.00","384.00","2816.00","4899840.00","VALLE","Recibido","45 días crédito",NULL
